SampleID	X	Y	Size	Estimation.Type	fore_Green	back_Green	fore_Red	back_Red	Signal.to.Noise	Pvalue	FDR	Out.Index	Other.Spots	Cells
1772-067-039_A11	185	271	25	Fluorescence-based	241.01376	22.24477	13.85992	12.97556	3.3801109	6.49E-06	2.64E-05	confidence	0	1
1772-067-039_A12	184	238	49	Chip.Pattern-based	23.69075026	22.3769265	14.43525676	12.9629659	0.144624062	0.999999978	1	confidence	0	0
1772-067-039_B01	173	258	49	Chip.Pattern-based	23.80751351	22.38694885	13.51547116	12.92390925	0.085073485	0.999999999	1	confidence	X = 234, Y = 135 (Green) | X = 496, Y = 246 (Red)	0
1772-067-039_B02	183	239	14	Fluorescence-based	188.84385	22.41802	268.22725	13.09488	4.25558166	5.45E-04	9.81E-04	confidence	0	1
1772-067-039_B03	188	271	27	Fluorescence-based	210.10729	22.27827	182.35107	12.82053	3.72972371	2.96E-06	1.40E-05	confidence	0	1
1772-067-039_B04	182	264	19	Fluorescence-based	36.0536916	22.30561724	57.15143337	12.77498524	2.07776398	7.1288E-05	0.000168638	confidence	0	0
1772-067-039_B05	181	232	21	Fluorescence-based	69.23576	22.40482	41.00147	13.07111	1.58540001	3.17E-05	8.73E-05	confidence	0	1
1772-067-039_B06	167	254	49	Chip.Pattern-based	24.02091547	22.44009007	14.11743401	12.89840204	0.121294262	0.999999994	1	confidence	0	0
1772-067-039_B07	185	232	20	Fluorescence-based	38.2343	22.57067	100.93133	13.16639	2.84705373	4.77E-05	1.19E-04	confidence	0	1
1772-067-039_B08	160	266	49	Chip.Pattern-based	22.62948795	22.38907826	14.19596652	12.78212079	0.140890532	0.999999934	1	confidence	X = 172, Y = 87 (Green) | X = 183, Y = 262 (Red)	0
1772-067-039_B09	183	235	15	Fluorescence-based	33.50182	22.3887	35.99461	13.1418	1.38734885	3.61E-04	6.79E-04	confidence	0	1
1772-067-039_B10	188	229	49	Chip.Pattern-based	23.52062775	22.40421972	14.63498322	12.94783341	0.164736633	0.999999905	1	confidence	0	0
1772-067-039_B11	178	263	49	Chip.Pattern-based	22.87289011	22.35008373	14.6189377	13.0548357	0.152229745	0.999999971	1	confidence	0	0
1772-067-039_B12	181	228	17	Fluorescence-based	46.69924857	22.27633976	76.6303764	12.89967074	2.481570575	0.000159593	0.000329279	confidence	0	0
1772-067-039_C01	156	261	49	Chip.Pattern-based	22.60714379	22.33846653	14.4514108	13.13404286	0.128564382	0.999999971	1	confidence	0	0
1772-067-039_C02	160	228	49	Chip.Pattern-based	23.62205471	22.44879932	14.74909773	13.18594796	0	1	1	outlier	0	0
1772-067-039_C03	183	264	49	Chip.Pattern-based	23.32201753	22.17147958	14.99096356	12.99441931	0.192405249	0.999999974	1	confidence	0	0
1772-067-039_C04	180	254	17	Fluorescence-based	46.85108	22.4504	38.37359	13.06237	1.48538832	1.59E-04	3.29E-04	confidence	0	1
1772-067-039_C05	138	222	49	Chip.Pattern-based	23.29800157	22.2686459	13.6799006	12.85615406	0	1	1	outlier	0	0
1772-067-039_C06	188	256	49	Chip.Pattern-based	26.888301	22.46001794	17.39270825	12.96778435	0.397030736	0.992631162	1	confidence	0	0
1772-067-039_C07	187	221	51	Fluorescence-based	85.34104	26.21168	19.53976	16.6794	1.66582024	2.62E-10	5.45E-09	confidence	0	1
1772-067-039_C08	181	253	16	Fluorescence-based	34.64247	22.33135	138.66327	12.99413	3.31905898	2.40E-04	4.72E-04	confidence	0	1
1772-067-039_C09	149	225	49	Chip.Pattern-based	23.56833075	22.44539502	15.31322095	13.04586276	0	1	1	outlier	X = 186, Y = 225 (Green) | X = 169, Y = 499 (Red)	0
1772-067-039_C10	180	222	17	Fluorescence-based	127.8437	22.63631	152.54096	13.09774	3.44508768	1.60E-04	3.29E-04	confidence	0	1
1772-067-039_C11	177	252	31	Fluorescence-based	117.68836	22.47922	176.66574	13.06748	3.65872944	6.15E-07	3.99E-06	confidence	0	1
1772-067-039_C12	181	218	49	Fluorescence-based	27.75239	22.36572	33.80194	12.81866	1.33254992	6.50E-06	2.64E-05	confidence	0	1
1772-067-039_D01	184	250	33	Fluorescence-based	110.45366	22.384	147.57216	13.09997	3.39740008	2.81E-07	2.23E-06	confidence	0	1
1772-067-039_D02	185	219	22	Fluorescence-based	136.951	22.58579	98.90393	13.17549	2.81714274	2.13E-05	6.47E-05	confidence	0	1
1772-067-039_D03	185	251	16	Fluorescence-based	159.36116	22.22023	133.91817	13.12313	3.25595323	2.34E-04	4.72E-04	confidence	0	1
1772-067-039_D04	160	248	49	Chip.Pattern-based	24.0825162	22.41943084	14.48010179	12.98884622	0.146137982	0.999997546	1	confidence	0	0
1772-067-039_D05	183	212	49	Fluorescence-based	28.23855887	22.5630981	13.76165018	13.32480033	0.311342966	0.999490398	1	confidence	0	0
1772-067-039_D06	155	234	49	Chip.Pattern-based	23.95037977	22.47283496	14.10868086	12.88529711	0.121819656	0.999999998	1	confidence	0	0
1772-067-039_D07	180	214	22	Fluorescence-based	121.89128	22.39121	16.38983	13.25626	2.39334407	2.12E-05	6.47E-05	confidence	0	1
1772-067-039_D08	184	247	25	Fluorescence-based	31.66906	22.49359	89.72411	12.99337	2.69674241	6.44E-06	2.64E-05	confidence	0	1
1772-067-039_D09	147	216	49	Chip.Pattern-based	23.33359236	22.33034432	15.04107155	13.15416671	0	1	1	outlier	0	0
1772-067-039_D10	179	213	25	Fluorescence-based	40.10624	22.34275	94.69838	12.85048	2.78855862	6.50E-06	2.64E-05	confidence	0	1
1772-067-039_D11	180	242	22	Fluorescence-based	29.38444	22.49714	42.38305	13.03622	1.62797706	2.13E-05	6.47E-05	confidence	0	1
1772-067-039_D12	175	207	18	Fluorescence-based	188.47049	22.37718	13.40972	13.21601	3.01880015	1.07E-04	2.36E-04	confidence	0	1
1772-067-039_E01	180	244	20	Fluorescence-based	140.35395	22.2368	321.26893	13.05626	4.51898055	4.78E-05	1.19E-04	confidence	0	1
1772-067-039_E02	181	210	18	Fluorescence-based	180.36762	21.68398	194.56226	12.92029	3.81236636	1.06E-04	2.36E-04	confidence	0	1
1772-067-039_E03	183	242	49	Chip.Pattern-based	23.67659392	21.92834115	13.42135984	12.927898	0.106011294	0.999999999	1	confidence	0	0
1772-067-039_E04	179	235	19	Fluorescence-based	146.35772	22.19638	234.21754	13.16237	4.05386096	7.13E-05	1.69E-04	confidence	0	1
1772-067-039_E05	179	208	49	Chip.Pattern-based	23.81119365	21.88239675	14.76031788	12.99517117	0.171367501	0.999999988	1	confidence	0	0
1772-067-039_E06	173	238	23	Fluorescence-based	40.19781	22.19994	150.46121	12.88358	3.44749712	1.44E-05	4.88E-05	confidence	0	1
1772-067-039_E07	183	208	23	Fluorescence-based	196.7528769	22.11522544	199.3194275	12.99748452	3.839062855	1.43982E-05	4.87958E-05	confidence	0	0
1772-067-039_E08	182	238	25	Fluorescence-based	166.64053	21.82111	16.4834	12.87713	2.8769299	6.51E-06	2.64E-05	confidence	0	1
1772-067-039_E09	182	206	9	Fluorescence-based	293.27114	21.85585	190.48671	13.52154	3.72097819	4.55E-03	7.05E-03	confidence	0	1
1772-067-039_E10	182	202	49	Chip.Pattern-based	23.92358146	22.00012207	14.61098822	12.99091414	0.158071638	0.999999862	1	confidence	0	0
1772-067-039_E11	180	235	49	Chip.Pattern-based	22.82747797	22.00046166	12.80455743	12.92927968	0.050963438	0.999999999	1	confidence	0	0
1772-067-039_E12	180	205	49	Chip.Pattern-based	23.61596775	21.74985358	14.32661953	13.08655606	0.12172059	0.999999993	1	confidence	0	0
1772-067-039_F01	181	236	21	Fluorescence-based	51.02529604	21.73248495	168.6653813	13.05270906	3.593772043	3.19759E-05	8.72544E-05	confidence	0	0
1772-067-039_F02	184	205	12	Fluorescence-based	285.45455	21.73884	312.20161	12.82104	4.50215404	1.26E-03	2.09E-03	confidence	0	1
1772-067-039_F03	186	235	11	Fluorescence-based	183.09512	21.95925	188.22598	13.13717	3.74254539	1.92E-03	3.13E-03	confidence	0	1
1772-067-039_F04	181	232	18	Fluorescence-based	152.85364	22.06664	145.78601	13.10569	3.37936494	1.07E-04	2.36E-04	confidence	0	1
1772-067-039_F05	182	200	23	Fluorescence-based	71.48145116	22.00474406	89.99565475	13.2179405	2.678085152	1.43982E-05	4.87958E-05	confidence	0	0
1772-067-039_F06	181	230	15	Fluorescence-based	189.57428	21.76716	318.20081	13.16454	4.49410878	3.05E-05	8.73E-05	confidence	0	1
1772-067-039_F07	186	203	21	Fluorescence-based	34.14986	22.02314	78.31082	12.9812	2.50402993	3.15E-05	8.73E-05	confidence	0	1
1772-067-039_F08	185	232	19	Fluorescence-based	165.57241	22.12962	77.35362	13.05547	2.84833577	7.12E-05	1.69E-04	confidence	0	1
1772-067-039_F09	188	200	49	Chip.Pattern-based	23.47298177	21.98331414	13.84454588	13.15845394	0.090603043	0.999999999	1	confidence	0	0
1772-067-039_F10	183	196	12	Fluorescence-based	33.56781	21.93691	44.32013	13.17917	1.67637882	1.26E-03	2.09E-03	confidence	0	1
1772-067-039_F11	184	230	49	Chip.Pattern-based	23.27105176	22.19025388	13.38106816	13.06380781	0.065718013	0.999999999	1	confidence	X = 362, Y = 337 (Green) | X = 494, Y = 132 (Red)	0
1772-067-039_F12	181	199	34	Fluorescence-based	123.15368	21.72099	42.09088	13.26984	2.4500295	1.89E-07	1.75E-06	confidence	0	1
1772-067-039_G01	192	200	49	Fluorescence-based	25.97457778	22.15567391	14.29248245	13.09740627	0.220234633	0.999992827	1	confidence	0	0
1772-067-039_G02	191	196	20	Fluorescence-based	246.8013827	22.20061134	15.62411535	13.33847028	3.416949512	4.75109E-05	0.000119286	confidence	X = 191, Y = 196 (Green) | X = 342, Y = 7 (Red)	0
1772-067-039_G03	188	226	18	Fluorescence-based	33.88498	22.06128	109.04687	13.31988	2.9420264	1.06E-04	2.36E-04	confidence	0	1
1772-067-039_G04	184	222	13	Fluorescence-based	42.11045629	22.12118366	214.1197411	13.34823429	3.906194811	0.00012207	0.000268699	confidence	0	0
1772-067-039_G05	182	194	13	Fluorescence-based	31.86765	22.14967	50.55314	13.09884	1.87048394	8.25E-04	1.44E-03	confidence	0	1
1772-067-039_G06	183	223	23	Fluorescence-based	94.03812	22.19749	170.3483	13.01027	3.61237574	1.44E-05	4.88E-05	confidence	0	1
1772-067-039_G07	191	193	33	Fluorescence-based	95.11295	22.19639	75.01655	12.89056	2.45220858	2.79E-07	2.23E-06	confidence	0	1
1772-067-039_G08	185	225	14	Fluorescence-based	304.66236	22.31981	233.53496	13.12888	4.05308439	5.39E-04	9.81E-04	confidence	0	1
1772-067-039_G09	189	190	15	Fluorescence-based	227.87873	21.85612	152.54584	13.13162	3.44167014	3.61E-04	6.79E-04	confidence	0	1
1772-067-039_G10	186	187	49	Fluorescence-based	27.22485386	21.8953279	13.36954579	12.86469093	0.301912884	0.999491474	1	confidence	0	0
1772-067-039_G11	184	218	18	Fluorescence-based	128.84228	22.12	186.16014	13.0947	3.73104892	1.06E-04	2.36E-04	confidence	0	1
1772-067-039_G12	185	190	42	Fluorescence-based	44.6088	21.90916	119.32411	13.24482	3.07841642	8.54E-09	1.16E-07	confidence	0	1
1772-067-039_H01	184	222	17	Fluorescence-based	97.72568	21.8905	290.56415	12.84175	4.39671511	1.60E-04	3.29E-04	confidence	0	1
1772-067-039_H02	186	190	21	Fluorescence-based	34.24401	22.13032	144.35069	12.97242	3.37888391	3.20E-05	8.73E-05	confidence	0	1
1772-067-039_H03	186	220	20	Fluorescence-based	35.70577	21.96746	41.95036	13.29872	1.58678399	4.76E-05	1.19E-04	confidence	0	1
1772-067-039_H04	184	214	20	Fluorescence-based	195.44836	22.13337	164.77787	13.21401	3.54386579	4.77E-05	1.19E-04	confidence	0	1
1772-067-039_H05	184	187	49	Chip.Pattern-based	22.9642583	21.86781047	13.84942918	13.21346624	0.067566051	0.999999999	1	confidence	0	0
1772-067-039_H06	183	215	9	Fluorescence-based	31.78151	22.12393	109.54812	13.18615	2.96211922	4.51E-03	7.03E-03	confidence	0	1
1772-067-039_H07	186	184	24	Fluorescence-based	90.13523259	21.86246486	138.8838342	13.22281503	3.297950304	9.58846E-06	3.52102E-05	confidence	0	0
1772-067-039_H08	184	215	40	Fluorescence-based	37.87875	22.17134	161.77958	13.14372	3.52468633	1.85E-08	2.26E-07	confidence	0	1
1772-067-039_H09	183	184	8	Fluorescence-based	234.74787	21.99996	15.70877	13.16914	3.35754146	7.07E-03	1.09E-02	confidence	0	1
1772-067-039_H10	181	182	49	Chip.Pattern-based	27.74528928	22.29619819	14.41067126	13.03430317	0.303231015	0.999999604	1	confidence	0	0
1772-067-039_H11	181	212	12	Fluorescence-based	27.65802	22.11644	29.61662	12.86544	1.14282197	1.24E-03	2.09E-03	confidence	0	1
1772-067-039_H12	183	183	29	Fluorescence-based	37.32349393	21.93589631	112.4227114	13.10841063	3.007082173	1.34576E-06	7.82222E-06	confidence	0	0
